OT,FR,AA,IR,RU,O,ICA,PT,ICC,AL,CL,MT,EW,CD17
80,40,3.645,34.28571429,0,15.33368323,0.394818831,40,0.253866368,0.342857143,0.5,175,1100,0.40556
25,100,5,85.52915767,0,14.47084233,0.530536545,40,2.67583947,2.56587473,0.4,125,1100,0.00594
70,60,25,0,60.3,23.9,0.598379712,30,0.455016189,3,0.7,125,1100,0.09859
80,40,3.645,0,75.66401816,24.33598184,0.419722608,40,0.450187228,1.891600454,0.5,175,1100,0.95576
80,2,5,85.52915767,0,14.47084233,0.5,50,0.5,2,0.3,125,1100,1.149
60,45,22.7,85.52915767,0,14.47084233,0.15,40,0.2,0.855291577,0.6,175,1100,0.45398
60,1,5,74.37742114,16.76812396,8.854454898,0.176470588,40,0.388888889,1.5,0.1,90,980,1.41475
80,18.36534503,5,59,0,16,1.25,40,1.5,0.5,0.4,125,1100,0.94179
80,3,1,38.48805,0,17.7521,0.111111111,40,0.333,0.288660375,0.2,50,1100.780395,3.82498555
80,24.50004932,25,85.52915767,0,14.47084233,0.404431954,60,0.292801158,1.881641469,0.8,175,1100,0.117
80,25.7542622,8,85.52915767,0,14.47084233,0.052631579,20,0.332386614,0.179611231,0.245296397,50,1100,1.50213
50,4,5,74.37742114,16.76812396,8.854454898,0.2,30,0.3,1.367183177,0.1,90,1000,1.17186
80,4,5,74.37742114,16.76812396,8.854454898,0.2,30,0.3,0.36458218,0.1,90,1000,1.51882
40,8.912526762,5,85.52915767,0,14.47084233,0.25,40,0.5,0.4,0.1,90,980,0.75327
90,2,5,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,125,1100,0.68085
80,3,1,38.48805,0,17.7521,0.160804695,40,0.317185376,0.288660375,0.2,50,1100,2.8105
80,50,4,85.52915767,0,14.47084233,0.111111111,20,0.428571429,0.38,0.2,50,1100,2.42551
80,3.33,6.25,84.5,0,15.5,0.24,45.01864041,0.428571429,1.69,2,125,1100,1.37089
80,0.1,6.76,85.52915767,0,14.47084233,0.505126236,30,0.683573239,3.421166307,1.8,175,1100,0.68651
80,5,5,75,0,16.34506214,0.388888889,46.7,0.6,2,0.35,50,1100,2.00267
25,20.66890642,5,79.37854279,2.460646234,15.82845943,1.425,46.1,0.37,2.045979726,0.4,125,1100,0.09687
80,3,1,38.48805,0,17.7521,0.142857143,40,0.333,0.288660375,0.2,50,1099.293143,2.96431415
62,2,25,85.52915767,0,14.47084233,0.459179103,65.6723106,0.279702178,2.138228942,0.8,175,1100,0.82116
27.5,3.33,6.25,85.52915767,0,14.47084233,0.5,40,0.5,1.710583153,2,120,870,0.304
80,4,5,44.62645268,10.06087438,5.312672939,0.176470588,40,0.388888889,0.4,0.1,50,980,1.85364
80,77.42553304,19.99378136,85.52915767,0,14.47084233,2.5,20,1.384231215,0.171058315,0.738396482,175,1100,0.92791989
110,2,5,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,120,901.8686384,1.25983
40,20,5,74.37742114,16.76812396,8.854454898,0.201789391,100,0.246510782,2.734366353,3,125,1100,0.6237
80,3,1,64.11,0,16.02,0.20596053,40,0.340993866,0.6411,0.2,50,1100,2.02069
90,4,5,85.52915767,0,14.47084233,0.25,30,0.5,1.282937365,0.5,125,1100,1.395
90,15,4,85.52915767,0,14.47084233,0,46.3,0.37254426,0.085546263,0.4,50.8,1100,1.53649
80,2.106228127,5,100,0,0,0.25,40,0.5,0.4,0.1,90,980,0.76002
50,2,5,85.52915767,0,14.47084233,0.5,50,0.5,2,0.3,120,870,1.007
80,3.33,6.25,85.52915767,0,14.47084233,0.5,40,0.5,1.710583153,2,70,206.185567,0.97
80,25,17.64,85.52915767,0,14.47084233,0.176470588,60,0.176470588,1.881641469,0.8,175,1100,0.98403
90,37.15090098,4,51.42857143,0,24.59807287,0.176470588,100,0.176470588,0.462857143,0.5,175,1100,0.65553
80,50,5,100,0,0,0.33,70,0.33,1.5,0.57,125,1100,1.28584
90,4,5,74.37742114,16.76812396,8.854454898,0.2,30,0.3,1.367183177,0.1,90,1000,2.19911
110,3.33,6.25,85.52915767,0,14.47084233,0.5,40,0.5,1.710583153,2,120,870,1.177
60,270,44.4178097,85.52915767,0,14.47084233,1.589274889,63.70239129,1.46078364,0.256587473,0.5,175,1100,0.54167
90,15,4,85.52915767,0,14.47084233,0.302569627,0,1.139246151,0.085529158,0,50,1100,0.11851
80,3,1,42.76457883,0,17.851,0.33,40,0.33,0.320734341,0.2,50,1100,2.00728
40,4,5,74.37742114,16.76812396,8.854454898,0.25,30,0.5,1.367183177,0.5,125,1100,0.87
80,40,3.645,85.52915767,0,14.47084233,0.402491773,40,0.457914718,2.138228942,0.5,175,1100,0.84588
40,3.33,6.25,85.52915767,0,14.47084233,0.5,40,0.5,1.710583153,2,120,870,0.31
80,7,4,0,23.83808219,22.38354235,0.289822109,40,0.285806842,0.715142466,0.6,125,1100,0.848
30,10,20,100,0,0,0.428571429,100,0.428571429,1.5,1,88,1100,0.32828304
70,4,5,85.52915767,0,14.47084233,0.25,30,0.5,1.282937365,0.5,125,1100,1.098
90,4.41005401,5,74.37742114,16.76812396,8.854454898,0.176,30,0.333,0.36458218,0.1,90,980,2.46821
80,0.5,4,85.52915767,0,14.47084233,0.3,40,0.3,1.710583153,0.24,125,1100,1.154
80,4,5,74.37742114,16.76812396,8.854454898,0.170961391,30,0.385283062,0.34,0.1,90,1000,1.39096
80,25,17.64,85.52915767,0,14.47084233,0.176470588,60,0.176470588,1.881641469,0.8,175,1100,1.03783
80,1,4.62,100,0,0,0.0625,66.67,0.328723974,0.24,0.6,125,1100,0.95994
80,20,5,74.37742114,16.76812396,8.854454898,0,100,0,2.734366353,3,125,1100,0.84756
30,4,5,74.37742114,16.76812396,8.854454898,0.25,30,0.5,1.367183177,0.5,125,1100,0.683
80,28.71932958,8,17.14285714,0,13.09596686,0.052631579,20,0.358124056,0.1,0.367570086,175,1100,0.85872
90,15,4,85.52915767,0,14.47084233,0,46.3,0.465464548,0.023366566,0.4,50.8,1100,0.74124
60,20,5,74.37742114,16.76812396,8.854454898,0.230951622,100,0.327786126,2.734366353,3,125,1100,0.93532
80,222.2528809,82.85003303,98.3,0,0,1.359309054,100,3.166666667,0.1,0.704505202,153.2730029,1100,0.93153
30,10,20,20,0,0,0.428571429,100,0.428571429,0.3,1,88,1100,0.59661
80,50,25,85.73,0,14.27,0.33,60,0.25,0.005,0.8,175,1100,0.897
80,40,3.645,66.86367932,0,11.13280261,0.33,40,0.33,2.5,0.5,175,1100,0.392
120,40.43101541,4,85.52915767,0,14.47084233,0.176470588,100,0.176470588,0.769762419,0.5,175,1100,0.37285
50,60,25,0,75.66401816,24.33598184,0.954702409,0,0.950891886,2.269920545,0.7,125,1100,0.1175
70,2,5,74.37742114,16.76812396,8.854454898,0.25,30,0.5,1.5,0.4,120,870,1.67172
40,4,5,74.37742114,16.76812396,8.854454898,0.2,30,0.3,0.36458218,0.1,90,1000,0.72758
50,4,5,85.52915767,0,14.47084233,0.25,30,0.5,1.282937365,0.5,125,1100,0.789
80,2000,250,85.52915767,0,14.47084233,2.170319628,46,1.873798728,0.855291577,0.5,175,1100,0.6
